@relation resultsNCexpanded-weka.filters.unsupervised.attribute.Remove-R37-144

@attribute 00 numeric
@attribute 01 numeric
@attribute 02 numeric
@attribute 03 numeric
@attribute 04 numeric
@attribute 05 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute R numeric
@attribute B numeric
@attribute RBx numeric
@attribute RBy numeric
@attribute H numeric
@attribute Hx numeric
@attribute Hy numeric

@data
41,28,104,42,-1,-7,77,8,81,34,-12,7,1129,8,106,26,9,32,58,21,76,60,45,44,12,30,79,37,57,22,16,-1,93,13,-2,3,63,111,-58.815567,-22.577181,119,0.928471,-0.371404
22,-11,97,48,6,-3,1,17,67,54,-23,-5,0,-3,60,25,1,0,94,30,65,44,1,55,172,5,94,53,5,73,-4,-12,95,16,1,-18,172,76,-166.890865,41.610566,131,0.584209,-0.811603
-12,-9,119,36,-25,-24,-2,1,133,33,-12,-19,12,-13,283,100,16,-9,88,12,1324,86,-1,12,114,-5,105,9,-18,53,13,-25,102,43,-26,-19,67,-25,28.315424,60.722622,13,0.907447,0.420167
3,-22,88,53,-14,-7,1,-11,688,304,0,-26,19,18,89,95,10,0,-9,-5,52,29,-8,-11,21,17,93,52,-12,-17,0,5,71,39,-3,-16,98,-70,92.089877,33.517974,-124,-0.092776,0.995687
14,32,104,39,249,27,6,29,67,11,4,-15,7,33,114,29,0,-23,9,-7,75,41,17,-16,10,19,80,49,8,-18,17,1,80,29,158,-16,123,155,-51.982046,-111.475858,-39,0.266643,-0.963795
55,6,52,37,1,5,97,-13,55,28,-4,6,1090,9,56,6,-2,27,63,23,53,61,41,27,-1,20,89,49,62,-13,-7,19,49,34,27,5,63,111,-58.815567,-22.577181,118,0.189129,-0.981952
-16,-5,43,39,-1,7,-25,-2,22,27,0,-3,-8,-21,72,21,-9,7,84,-12,52,43,-3,63,116,0,-14,22,-13,56,2,-1,19,13,-4,-2,172,75,-166.139242,44.516876,130,-0.367291,-0.930106
11,3,70,9,-6,5,-13,12,122,34,-21,-21,-11,-31,366,55,12,11,35,37,1302,77,5,29,56,3,90,41,-4,51,2,6,53,34,-10,2,67,-25,28.315424,60.722622,13,0.907447,0.420167
14,21,51,-5,76,43,59,16,51,22,521,174,33,32,112,118,746,75,-10,20,67,70,13,5,-16,-18,41,35,28,3,9,6,4,1,8,8,84,-178,2.931558,-83.948829,132,0.99859,0.053084
10,-12,28,27,261,144,-28,18,72,16,-3,10,1,13,32,34,-10,9,8,-1,23,31,2,6,10,-7,26,1,16,-7,3,-17,64,41,302,-15,123,155,-51.982046,-111.475858,-38,0.955074,-0.296369
-1,35,46,33,4,11,72,3,38,30,0,22,1107,24,68,44,1,65,55,20,31,37,50,123,8,14,60,36,56,30,-22,-20,12,13,11,8,63,111,-58.815567,-22.577181,119,0.928471,-0.371404
15,21,18,13,-11,-1,11,26,34,37,2,6,-17,12,24,24,0,-7,95,22,35,9,0,42,163,0,81,31,3,66,3,-20,24,24,5,14,172,75,-166.139242,44.516876,130,-0.367291,-0.930106
-4,23,58,-24,-9,18,-10,-23,91,14,-10,8,4,-22,468,50,-8,12,51,19,1305,78,6,12,100,-8,71,48,-4,54,5,17,73,37,-5,3,67,-25,28.315424,60.722622,13,0.907447,0.420167
13,-9,43,40,77,38,68,11,45,35,518,151,16,1,74,134,759,46,18,-15,57,65,43,5,-18,25,50,33,7,-1,-23,18,46,32,-5,-18,84,-178,2.931558,-83.948829,132,0.99859,0.053084
9,18,58,27,267,37,21,1,41,19,11,-8,-13,6,47,24,9,-6,-9,37,37,31,19,2,7,-1,61,35,5,-1,10,12,64,29,271,-2,123,155,-51.982046,-111.475858,-39,0.266643,-0.963795
-62,36,66,71,8,7,-50,9,669,160,45,21,-68,10,28,98,35,28,-56,17,29,53,9,12,-63,28,41,61,25,10,-51,25,37,89,0,15,93,-60,80.540363,46.5,-125,0.787715,0.61604
-85,8,29,81,54,25,-46,26,37,84,32,12,-58,35,47,63,23,12,-69,19,43,79,30,5,-71,14,35,74,21,7,-30,43,18,72,51,27,124,162,-38.318107,-117.931008,-36,-0.127964,0.991779
-23,-20,31,62,18,39,31,-1,30,63,16,49,450,27,57,51,31,70,3,26,33,103,404,19,-48,10,14,90,105,34,-43,-6,48,69,47,12,57,130,-43.664533,-36.638894,125,0.787715,-0.61604
-20,14,9,46,28,11,-47,11,59,76,6,22,-33,35,283,121,20,-7,-24,26,1358,91,30,32,61,27,1143,79,18,26,-52,23,42,37,15,22,74,-37,44.534312,59.099028,28,-0.962606,0.270906
-50,-18,30,121,21,1,-51,30,746,195,34,13,-57,37,58,95,14,21,-44,-17,65,37,18,6,-58,34,-32,80,27,11,-59,8,-5,49,34,12,99,-63,88.209646,44.945059,-123,-0.887969,0.459903
-40,9,12,87,84,41,-12,16,62,98,507,68,-52,15,69,219,119,14,-66,43,23,90,27,8,-48,15,35,75,29,12,-52,31,-11,79,53,18,95,-174,9.930204,-94.47958,103,-0.782231,0.622989
5,-5,-27,137,169,31,16,28,63,565,46,13,-32,13,68,79,2,-9,-19,19,34,57,19,13,-57,42,-15,52,-6,28,-40,2,-2,78,21,23,98,-124,81.245682,-54.800905,137,0.334165,-0.942514
-4,27,29,39,11,43,40,26,-14,34,27,50,461,18,48,43,18,82,28,15,34,72,386,28,-14,7,18,44,72,27,-33,-5,8,35,41,32,57,132,-42.359255,-38.140445,126,0.943984,0.329991
-5,27,25,41,68,51,11,41,39,75,504,76,-38,6,67,198,107,23,-42,13,3,33,25,15,-25,16,-3,26,15,37,-37,19,31,55,43,21,95,-174,9.930204,-94.47958,103,-0.782231,0.622989
74,28,114,32,9,11,2334,18,97,56,13,118,240,16,49,48,21,603,36,26,23,51,6,68,-13,8,8,26,16,16,-3,44,32,45,14,18,48,60,-41.569219,24,-23,-0.532833,0.84622
-36,41,24,13,8,3,-3,3,-49,57,11,16,-17,16,63,32,10,13,-10,25,28,49,227,8,-9,7,-1,65,68,8,-15,18,24,35,10,22,138,166,-33.385222,-133.90081,-139,0.717964,-0.69608
-27,38,9,156,141,12,-32,4,93,559,43,18,-50,-2,75,67,3,9,-36,20,-28,53,2,-6,-26,39,15,61,26,8,-4,7,-37,31,10,-1,98,-124,81.245682,-54.800905,137,0.334165,-0.942514
16,18,38,25,27,40,24,-8,20,57,9,36,484,2,32,36,26,47,-17,-12,4,69,382,25,-1,24,52,66,93,11,-24,50,49,50,37,7,57,132,-42.359255,-38.140445,126,0.943984,0.329991
-5,2,4,50,24,18,-43,-3,36,25,15,20,-28,21,270,52,8,13,-19,7,1389,66,7,4,7,5,1108,46,14,24,-32,12,51,44,0,-3,74,-37,44.534312,59.099028,30,0.154251,-0.988032
5,20,19,46,61,42,29,24,110,68,508,61,-21,6,52,179,123,12,-33,18,40,51,20,4,-23,16,-25,12,-2,10,-43,20,70,24,33,6,95,-174,9.930204,-94.47958,103,-0.782231,0.622989
94,-1,15,24,18,41,2334,12,96,53,20,13,198,31,27,58,28,26,29,14,49,55,11,4,11,20,48,50,4,14,-16,1,65,19,-1,21,48,60,-41.569219,24,-23,-0.532833,0.84622
-57,-22,25,54,17,11,-34,9,45,39,-2,1,-30,39,46,57,18,7,-16,-15,38,43,245,15,-23,7,43,41,97,7,-18,29,62,42,23,11,138,166,-33.385222,-133.90081,-139,0.717964,-0.69608
-44,6,3,58,10,31,-36,19,11,32,5,21,-18,34,35,50,8,-1,-23,11,25,41,7,1,281,28,65,56,20,19,12,30,25,45,10,11,111,103,-108.155077,-24.969567,-152,0.359044,-0.933321
-17,-33,54,69,16,66,2,8,24,60,5,70,485,13,25,56,14,248,24,6,39,59,398,85,-48,19,2,34,77,21,-24,-16,6,48,38,1,57,132,-42.359255,-38.140445,126,0.943984,0.329991
-22,9,26,41,8,-3,-42,3,48,36,13,25,0,23,284,67,10,11,-19,20,1400,48,9,-6,66,11,1111,79,25,3,-9,41,75,47,20,4,74,-37,44.534312,59.099028,30,0.154251,-0.988032
11,-9,-25,17,55,54,6,-25,67,35,504,74,-25,39,82,208,105,23,-19,16,4,53,30,0,-13,33,10,66,33,21,-28,30,30,43,38,21,95,-174,9.930204,-94.47958,103,-0.782231,0.622989
82,11,78,59,12,5,2334,-27,97,50,14,32,206,19,38,28,24,54,7,20,2,39,8,27,-14,7,16,69,11,3,17,23,47,54,22,28,48,60,-41.569219,24,-23,-0.532833,0.84622
-27,18,26,14,18,13,-49,-7,38,35,17,9,-13,24,29,33,19,8,-26,20,43,54,264,11,-22,20,41,48,220,20,-23,4,36,42,16,12,138,166,-33.385222,-133.90081,-138,0.973649,0.228052
-17,24,26,18,14,18,-16,35,33,33,42,16,-15,16,15,42,-1,2,-2,10,51,50,30,10,288,10,58,39,-5,24,15,14,19,39,3,8,111,103,-108.155077,-24.969567,-152,0.359044,-0.933321
34,32,12,29,2,-1,-5,28,498,118,20,-17,34,14,27,51,11,-11,26,-8,-10,40,-6,9,27,11,24,44,11,9,46,8,27,4,4,6,107,-61,93.584309,51.874629,-115,-0.32581,-0.945435
53,4,4,38,11,-5,40,28,25,43,4,-25,42,8,30,24,10,-18,53,9,6,28,143,-20,58,-25,13,22,2,-17,64,-5,29,37,-15,-11,140,169,-26.713259,-137.427806,-137,0.334165,0.942514
47,28,45,36,-7,-21,49,-25,25,45,4,-33,605,8,40,30,11,-9,386,21,32,28,0,-10,79,-11,30,43,-8,-20,57,-3,40,24,9,-13,101,41,-66.261962,76.225668,47,-0.992335,0.123573
60,-17,17,52,14,15,69,17,54,40,12,34,90,-18,26,49,73,24,69,28,23,27,1790,16,46,-1,13,40,100,8,55,11,15,39,24,-20,59,142,-36.324027,-46.492634,131,0.584209,-0.811603
70,-14,75,53,13,-1,50,6,40,56,-2,-16,44,14,211,28,8,-2,71,13,804,27,20,-25,183,-2,1208,54,-1,-10,91,4,24,28,0,-4,78,-41,51.172604,58.867347,33,-0.013277,0.999912
75,-16,14,23,3,-20,51,0,466,135,13,-15,55,4,42,52,32,-16,64,23,4,45,17,1,36,-13,24,40,-12,-17,72,20,7,27,-23,-13,109,-61,95.333548,52.844249,-114,0.619521,-0.78498
54,-31,35,46,482,83,43,30,23,87,450,50,64,3,59,53,25,-3,58,-20,11,4,23,-7,63,19,53,53,9,-14,71,15,53,25,32,1,98,-176,6.836134,-97.761277,75,0.921751,-0.387782
70,-39,45,53,2,-7,67,6,24,50,9,-9,62,-2,4,454,110,-19,33,11,50,365,30,-11,62,-7,37,31,-2,-13,51,14,54,52,-4,-3,117,-125,95.840789,-67.108443,-128,-0.692896,-0.721038
105,-23,3,14,-3,-5,110,14,201,39,9,-18,53,2,41,28,22,-12,64,18,28,32,4,-13,42,12,17,28,-11,-13,40,-7,25,18,-3,-29,138,-20,47.19878,129.677582,-132,0.99859,-0.053084
41,25,43,20,-8,-14,49,-1,18,37,5,-15,599,18,28,29,3,3,384,28,36,39,-5,1,66,22,23,39,3,-15,54,-26,5,29,11,-2,100,41,-65.605903,75.470958,48,-0.640144,-0.768255
31,1,21,5,11,13,42,-21,0,0,5,8,81,-5,6,16,55,19,17,-25,17,28,1776,-13,41,-12,4,21,102,-10,14,-1,-3,24,27,-6,59,142,-36.324027,-46.492634,131,0.584209,-0.811603
31,-17,38,35,-3,-18,17,-1,23,24,5,-17,27,0,189,12,7,-9,25,-11,771,19,0,-3,110,0,1164,33,-1,-4,79,10,50,27,10,4,78,-41,51.172604,58.867347,33,-0.013277,0.999912
22,-16,42,-3,474,76,27,-14,-9,92,435,53,23,24,25,21,33,0,2,-19,-68,-3,24,2,25,1,18,5,4,-5,32,-16,17,12,32,-10,98,-176,6.836134,-97.761277,74,0.171717,-0.985146
185,-39,59,48,9,-14,2340,-17,63,8,11,-3,103,9,21,31,61,7,41,14,-13,10,3,16,24,-33,-8,5,4,-12,62,-6,18,24,-15,-8,46,81,-45.433664,7.195985,22,-0.999961,-0.008851
37,1,-35,30,9,-13,18,-12,-56,28,21,-28,22,-28,18,439,84,13,1,2,8,356,9,9,35,-25,27,26,-2,-15,35,-25,3,28,-13,-6,117,-125,95.840789,-67.108443,-128,-0.692896,-0.721038
40,-37,-3,49,0,-10,61,-18,191,-4,-13,-15,52,-1,14,18,5,-3,14,-10,-57,15,-16,-15,11,-28,6,25,9,-3,15,-1,-14,26,10,-2,138,-20,47.19878,129.677582,-132,0.99859,-0.053084
39,-13,-12,17,-2,12,51,-4,17,14,10,-5,600,-1,21,8,-8,-11,340,-6,32,45,1,2,33,2,0,33,15,-7,12,1,-14,27,-17,-20,100,42,-66.913061,74.314483,49,0.300593,-0.953753
7,-16,9,17,8,18,15,-37,-1,-13,3,9,93,-18,28,4,78,13,26,-6,-6,45,1791,-2,11,-14,27,29,82,-4,20,5,-9,27,26,-2,59,142,-36.324027,-46.492634,131,0.584209,-0.811603
51,-2,10,-30,8,-14,45,-1,-2,6,11,-5,19,-35,179,34,1,-18,35,-10,889,26,8,-21,142,-17,1201,-5,9,-12,65,10,48,19,-3,-14,79,-40,50.780221,60.517511,35,-0.903692,-0.428183
174,-18,-3,44,18,0,22,-5,-19,26,-2,10,10,-29,7,1,-6,-13,19,-6,13,29,-11,-20,18,7,21,41,10,3,-3,1,11,19,-8,-4,46,81,-45.433664,7.195985,21,-0.547729,0.836656
31,5,14,16,475,77,40,21,28,63,433,58,9,-19,-4,17,19,1,30,-24,15,-9,15,-17,13,0,29,33,16,-19,12,-18,4,-5,37,-4,98,-176,6.836134,-97.761277,75,0.921751,-0.387782
22,10,45,27,-4,-19,14,-6,28,33,22,-1,18,-11,32,467,109,-15,41,-1,44,351,32,-4,2,-11,5,28,1,-25,11,6,20,4,17,-12,117,-125,95.840789,-67.108443,-128,-0.692896,-0.721038
25,-9,-31,-17,-5,-19,20,-8,-11,-29,9,4,571,-19,13,15,14,-17,338,-12,-25,7,4,-10,4,10,-11,-10,5,-1,20,-6,-6,4,16,8,100,42,-66.913061,74.314483,48,-0.640144,-0.768255
-21,-28,-28,20,13,72,17,-22,-25,-10,18,167,67,0,-2,12,77,2308,6,8,-11,20,1807,83,4,-10,-13,27,103,17,12,-13,-23,-23,27,12,59,142,-36.324027,-46.492634,131,0.584209,-0.811603
23,-33,2,11,16,-12,6,3,272,74,16,11,-24,-45,-37,6,2,-10,16,-12,-5,-7,-5,-10,5,-14,20,25,3,-14,-2,-17,-12,5,-4,-16,110,-59,94.288403,56.654188,-101,0.892005,-0.452026
17,-44,-5,6,488,64,14,1,21,57,433,40,-5,-30,-2,22,31,-9,-14,-14,-48,3,26,-10,19,-4,-31,3,19,-5,2,-18,-5,5,34,6,98,-176,6.836134,-97.761277,75,0.921751,-0.387782
30,-12,-29,-36,-7,-6,4,-4,-7,6,16,0,-12,-16,9,421,98,-15,13,3,35,332,13,-9,8,-15,-19,12,15,-5,-7,-42,-22,-4,-11,-12,117,-125,95.840789,-67.108443,-128,-0.692896,-0.721038
54,7,-8,-8,-13,-2,35,-10,141,15,-6,-4,16,-22,8,25,25,-12,18,-19,-8,-6,-3,-15,12,-6,-30,-3,-5,17,8,-12,-11,13,-7,-14,138,-20,47.19878,129.677582,-132,0.99859,-0.053084
81,-43,-47,0,5,-69,53,-22,73,101,27,-50,44,-26,-12,26,16,-74,79,-22,-47,1,13,-75,65,-17,-50,1,7,-76,41,-20,-31,-22,15,-91,111,-60,96.12882,55.5,-100,0.862319,0.506366
44,-4,-2,-2,-12,-73,33,1,-30,-17,1,-56,143,17,-9,-32,17,-51,960,7,7,-9,17,-52,136,-24,-22,-38,14,-53,73,7,-14,-27,13,-51,93,45,-65.760931,65.760931,63,0.985897,0.167356
38,4,-33,-45,27,-46,26,8,-34,-2,23,-36,40,10,-17,-22,925,-19,41,-11,-1,-21,900,-51,41,8,-30,18,141,-65,35,-6,-24,-32,7,-62,66,151,-31.997435,-57.724901,135,-0.996088,0.088369
44,15,9,-24,0,-59,50,12,5,-3,14,-54,28,9,-42,-27,9,-57,59,25,106,1,2,-62,62,7,1135,-10,17,-46,66,0,40,-9,1,-65,80,-42,53.530449,59.451586,47,-0.992335,0.123573
46,-5,-2,-28,-4,-60,39,0,-32,-30,-2,-60,54,8,71,-10,19,-48,51,3,140,-5,25,-41,90,2,1161,-9,2,-63,64,7,48,-43,0,-43,80,-42,53.530449,59.451586,47,-0.992335,0.123573
28,18,-57,-31,14,-57,53,-17,-2,-25,11,-37,28,13,-55,-26,-5,-69,29,12,-4,133,85,-50,43,38,-64,205,22,-48,17,3,-34,-34,-10,-77,135,-126,109.217294,-79.351009,-47,-0.992335,-0.123573
31,10,18,-17,11,-59,64,13,176,-24,6,-50,31,10,-4,-28,-1,-66,31,-20,8,-17,-6,-68,30,26,-12,13,2,-48,45,-12,-43,6,1,-45,132,-20,45.146659,124.039426,-129,-0.981106,0.193473
52,10,-57,-25,7,-43,60,-14,-58,-5,12,-34,150,16,-15,-37,4,-58,968,6,5,9,9,-46,97,4,-13,2,5,-42,77,10,-16,3,5,-45,89,47,-65.090479,60.697854,66,-0.999647,-0.026551
6,9,2,-10,1,-54,68,14,-30,-32,20,-37,34,16,-21,8,931,1483,17,15,-17,-15,899,-15,49,21,-18,-3,155,-43,42,25,-27,-22,13,-48,68,155,-28.738042,-61.62893,137,0.334165,-0.942514
33,50,-11,-39,-9,-55,46,-8,-3,-47,-12,-45,16,-6,50,-2,12,-52,9,24,115,8,20,-48,79,9,1152,21,8,-42,94,5,42,-35,2,-58,78,-43,53.195872,57.045589,48,-0.640144,-0.768255
3,31,37,-26,-13,-49,54,21,181,-2,-2,-58,9,15,-6,-44,-1,-35,13,-7,3,-11,-5,-30,5,4,-10,-2,11,-51,8,14,-27,-28,9,-34,132,-20,45.146659,124.039426,-129,-0.981106,0.193473
34,30,-5,-51,0,-47,16,-7,1,-3,-1,-52,135,27,14,-29,1,-35,947,38,36,-23,9,-24,120,12,10,13,10,-46,43,-5,-21,-31,-1,-36,89,47,-65.090479,60.697854,67,-0.51777,-0.85552
46,26,-5,-42,-11,-48,-5,-11,12,4,18,-23,4,-15,-13,16,919,18,24,-1,9,13,905,-42,10,26,34,-1,154,-33,19,9,5,9,24,-31,68,155,-28.738042,-61.62893,137,0.334165,-0.942514
21,7,21,-12,-4,-49,8,-7,29,24,5,-36,3,10,37,11,15,-37,25,-8,117,3,-4,-39,46,-8,1231,-2,16,-40,81,23,91,0,-9,-34,78,-43,53.195872,57.045589,49,0.300593,-0.953753
46,25,-10,-5,513,80,19,-11,-16,101,178,-35,17,1,-11,-27,29,-37,27,-12,-28,-13,7,-35,-1,14,0,-14,6,-59,6,4,8,-6,35,-36,97,-174,10.139261,-96.468624,49,0.300593,-0.953753
7,2,2,-6,9,-50,23,30,240,-6,4,-57,20,8,13,0,7,-40,14,-14,3,-1,-3,-37,19,10,-24,5,12,-48,13,8,-12,-31,5,-41,132,-20,45.146659,124.039426,-129,-0.981106,0.193473
18,54,30,-48,-12,-60,29,-1,9,-8,2,-35,115,27,25,0,10,-20,936,-10,-6,-9,-1,-30,92,-14,-3,-8,-8,-34,53,12,31,5,26,-42,89,47,-65.090479,60.697854,66,-0.999647,-0.026551
27,4,26,-47,-14,-13,4,4,47,-12,6,-31,-15,-20,65,-19,13,-23,15,-4,100,4,12,-15,22,9,1242,-14,5,-38,25,-9,55,-2,0,-10,78,-42,52.192187,57.965296,49,0.300593,-0.953753
-32,-22,17,10,10,-36,-5,3,2,8,16,-30,11,23,11,5,28,-13,-2,-25,7,122,112,-1,-1,-28,24,206,48,-9,18,18,4,8,-2,-22,136,-126,110.026311,-79.938794,-47,-0.992335,-0.123573
37,24,-1,-25,-7,-3,25,-13,236,-6,-11,-24,12,-25,24,3,12,-19,29,-3,-1,-26,-2,-5,19,29,2,-21,-4,-13,32,1,15,-20,2,-37,130,-21,46.587833,121.365455,-128,-0.692896,-0.721038
36,21,12,-25,9,42,19,5,4,2,11,33,44,1,44,15,17,32,1415,10,52,-12,22,53,158,25,-16,-6,17,38,44,-45,-3,-41,1,33,76,49,-57.357928,49.860486,75,0.921751,-0.387782
18,10,56,-27,8,25,-6,9,25,-10,18,26,-21,28,67,12,-12,1,14,8,133,15,2,3,-23,-8,1017,2,28,28,17,-14,654,-6,7,29,83,-47,60.702357,56.605864,61,-0.258102,-0.966118
18,8,12,82,505,35,7,-2,-13,16,28,20,-16,-13,10,-3,10,7,-41,6,12,0,-8,3,-30,17,9,-23,5,9,13,-3,26,-8,108,40,98,-168,20.375346,-95.858465,22,-0.999961,-0.008851
-10,-18,-2,169,46,9,12,-24,-77,-25,15,14,3,17,-4,-20,9,5,-9,5,-22,-5,-4,2,8,37,17,15,16,29,-1,10,41,163,70,16,150,-129,116.571894,-94.398059,46,-0.432178,0.901788
7,-5,23,-5,-18,25,33,27,201,2,8,23,-4,26,50,-6,5,16,1,10,28,-3,15,25,9,-6,-24,-11,6,24,13,11,24,-18,4,33,127,-23,49.622853,116.904116,-127,0.232359,-0.97263
24,8,19,-8,2,22,-8,-27,8,-24,4,20,62,25,30,-6,16,24,1414,13,8,-12,0,36,129,3,-2,-17,-6,41,46,-11,10,-23,5,3,74,50,-56.687289,47.566283,77,-0.030975,0.99952
-24,-14,-13,-3,9,9,12,8,2,5,-13,30,409,-2,-2,2,6,17,340,-3,-7,-43,1,39,22,23,5,-13,-3,9,-3,9,-19,-15,22,19,130,91,-129.9802,-2.268813,100,0.862319,-0.506366
-7,22,80,-15,2,26,9,3,29,-22,-3,27,19,0,46,-11,1,19,-6,0,142,25,18,12,30,-3,1008,13,16,17,44,-8,686,-29,4,38,83,-47,60.702357,56.605864,61,-0.258102,-0.966118
45,-21,-22,15,-4,8,39,-4,25,4,7,17,78,29,42,9,-16,27,1434,-6,34,-8,4,19,155,-5,-3,-21,0,22,54,11,4,-2,-14,19,74,50,-56.687289,47.566283,77,-0.030975,0.99952
-5,-9,48,14,2,13,1,13,24,5,0,9,18,-11,52,-17,5,14,25,-7,120,32,11,18,16,7,995,13,10,16,61,4,538,-3,5,11,82,-46,58.985864,56.961986,61,-0.258102,-0.966118
-15,-36,-29,15,9,7,36,6,240,-16,6,15,33,15,-25,-10,3,13,1,5,-18,-13,7,7,-4,-20,4,11,2,4,1,11,-1,-15,4,17,127,-24,51.655554,116.020273,-127,0.232359,-0.97263
17,-4,11,23,5,13,34,-14,12,8,-13,16,77,-9,30,-15,7,9,1427,-13,34,-10,10,176,150,-15,5,-6,11,70,65,-27,6,23,-1,21,73,49,-55.093799,47.892309,77,-0.030975,0.99952
28,-12,23,-9,-10,7,12,-3,-2,0,-8,15,23,2,47,0,3,12,3,24,146,23,14,8,30,5,1019,17,18,11,45,-8,534,4,4,13,83,-46,59.705203,57.656645,61,-0.258102,-0.966118
-21,-1,20,5,11,1,10,10,408,149,22,12,16,2,-17,26,31,14,18,2,-22,2,9,23,3,22,-2,10,-9,21,13,-15,18,-15,-4,25,115,-64,103.361315,50.412682,-116,-0.971592,-0.236661
65,21,15,-34,-1,18,155,2,13,23,6,12,25,25,-1,39,57,9,14,-1,22,42,343,10,17,38,3,1,0,4,30,-16,-9,2,-6,7,44,139,-28.866597,-33.207222,101,0.892005,0.452026
19,17,-21,24,0,-6,42,29,247,10,6,6,27,49,-11,24,-11,14,23,16,11,-9,14,9,12,12,8,-2,-15,23,20,25,22,-4,2,18,128,-23,50.013584,117.824621,-127,0.232359,-0.97263
-15,9,9,0,-52,67,25,-3,19,2,-41,71,53,-9,51,-3,-44,60,-5,22,38,23,-52,65,-21,20,27,-5,-49,65,-40,19,-20,-11,-40,55,64,52,-50.432688,39.402334,85,-0.984377,-0.176076
-16,21,-2,11,-62,84,4,-2,47,4,-44,89,-1,-5,38,5,-51,74,-22,-7,13,-24,-49,60,-25,34,10,4,-45,81,-3,37,-12,-22,-51,78,129,-45,91.216775,91.216775,-175,0.598484,0.801135
-8,62,60,335,271,49,10,46,44,2,-34,65,-1,24,29,18,-28,28,8,20,-1,12,-20,62,15,35,-22,-2,-15,52,-2,25,25,153,23,41,107,-156,43.520821,-97.749364,20,0.408082,0.912945
25,15,-24,16,-17,49,7,6,36,133,21,39,0,16,38,141,3,24,7,29,40,24,-10,57,-3,26,22,-4,-8,55,19,33,11,12,-26,22,175,-128,137.901882,-107.740758,156,0.471652,-0.881785
29,21,59,1,-5,44,29,52,276,3,-14,55,31,37,39,-24,-22,29,-2,4,12,-2,-35,38,-2,-5,11,6,-32,28,-1,18,26,8,-22,44,126,-25,53.249901,114.194781,-122,-0.866767,-0.498713
-24,8,59,12,-25,32,13,36,11,-4,-41,27,46,11,38,15,-26,58,2283,42,31,8,-31,57,206,-9,31,-8,-3,59,76,22,50,14,-22,31,58,55,-47.510819,33.267433,88,0.999373,0.035398
-26,14,60,373,275,37,-26,28,3,21,-16,41,1,35,42,7,-38,54,18,12,28,14,-15,29,-14,10,1,24,-29,27,13,18,7,185,18,49,107,-155,45.220154,-96.974933,20,0.408082,0.912945
38,7,38,9,-20,80,169,41,20,11,26,56,3,44,52,16,2374,34,-10,16,34,32,68,27,-4,0,14,-13,-8,48,22,24,7,-16,-15,33,46,166,-11.128407,-44.633603,117,-0.724097,-0.689698
8,10,23,11,-7,62,55,33,25,116,6,61,-23,25,41,88,-2,72,9,29,37,32,-22,64,-11,30,37,15,-25,240,-12,23,-3,-8,-30,153,176,-128,138.689893,-108.35642,156,0.471652,-0.881785
30,30,61,-29,-17,48,10,5,269,4,-25,37,-6,26,38,-13,-18,35,-11,24,23,-5,-18,24,-8,-8,-2,-4,-34,35,-14,33,39,-5,-29,37,126,-25,53.249901,114.194781,-122,-0.866767,-0.498713
22,10,26,6,-30,45,38,42,18,-5,-34,25,16,20,82,9,-27,33,2283,14,30,10,-11,78,195,16,-19,9,-7,60,68,25,38,10,-28,62,59,54,-47.732003,34.67933,87,0.56975,-0.821818
8,31,0,-16,-25,35,-3,32,13,23,-25,45,491,0,10,-14,-28,34,249,6,10,6,-32,37,11,46,37,2,-19,21,-12,9,-8,3,-27,51,117,99,-115.559536,-18.302832,107,0.98278,0.184782
14,22,4,-26,-4,32,23,20,38,-12,-16,23,16,3,22,-33,-15,16,19,19,15,-28,-3,14,-25,12,26,-6,-9,21,10,11,20,9,-2,27,131,-45,92.630988,92.630988,-174,-0.350769,0.936462
17,16,10,337,306,33,12,35,21,14,1,13,-3,4,0,18,7,34,-4,1,-11,4,-5,31,12,25,3,-19,-23,30,-16,5,20,169,38,1,107,-155,45.220154,-96.974933,21,-0.547729,0.836656
13,30,10,2,-1,151,178,7,-38,-7,46,157,-9,16,-17,-5,2394,30,12,-6,44,18,85,27,16,31,-36,-7,34,16,-27,17,15,-30,6,18,46,166,-11.128407,-44.633603,118,0.189129,-0.981952
-13,13,46,29,-10,13,4,17,47,121,37,34,5,11,34,139,11,41,13,48,41,12,-8,23,3,30,66,9,-5,18,-6,12,15,0,-9,18,176,-128,138.689893,-108.35642,156,0.471652,-0.881785
25,12,-24,-15,-26,48,27,35,14,-13,-12,22,39,20,58,-13,-14,14,2288,29,67,5,-8,64,211,25,16,-6,23,61,69,13,8,-8,-6,62,58,55,-47.510819,33.267433,88,0.999373,0.035398
